Grade,Chapter,Topic Nos.,Topic,Subtopic Nos.,"Skill (Reading, Listening, Speaking, Writing, Language)",Domain & Axis,Standard , Learning Objectives Nos., Learning Objectives ," Linguistic Concepts (Grammar, Spelling, Rhetoric)",Saal Practice,Saal Lessons,,,,,,,,,,,,,,
Grade 5,الوحدة السادسة,6.6,النشيد: كن بلسما,6.4.1,القراءة,قراءة النصوص الأدبية/تكامل المعرفة مع الفكر,"أن يقرأ المتعلم نصوصا شعرية وأعمالاً نثرية متنوعة ويقمها ويحللها، ويــدمــج الفكر المقدمة فيها؛ لبناء معرفة وفهم جديدين عن الفكرة المحورية، والرسائل المتضمنة في الأعمال الأدبية.",G5.2.3.1.2,"يحفظ المتعلم تسع نصوص شعرية تتألف من (7-10) أبيات موضوعاتها تناسب المرحلة مثل: الجمال، البيئة، الطبيعة، العمل، المهن، التراث، القيم .. وغيرها",,,,,,,,,,,,,,,,,
Grade 5,الوحدة السادسة,6.6,النشيد: كن بلسما,6.4.1,القراءة,قراءة النصوص الأدبية/ معرفة الفكر الرئيسية والتفاصيل,"أن يحدد المتعلم الفكر الرئيسة والتفاصيل المساندة التي تسهم في توضيح الفكرة الرئيسة، أو الرسالة العامة، أو الدروس المقدمة في النصوص الأدبية",G5.2.1.1.2,يبين المتعلم المعنى الاجمالي للنص الشعري,,,,,,,,,,,,,,,,,
Grade 5,الوحدة السادسة,6.6,النشيد: كن بلسما,6.4.1,القراءة,قراءة النصوص الادبية/ تحليل النص,"أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G5.2.2.1.1,يفسر المتعلم كلمات النص الشعري مستنتجا دلالات المفردات,,,,,,,,,,,,,,,,,
Grade 5,الوحدة السادسة,6.6,النشيد: كن بلسما,6.4.1,القراءة,قراءة النصوص الادبية/ تحليل النص,"أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G5.2.2.1.2,يحدد المتعلم أنواع الايقاع اللفظي في النصوص (الجناس والسجع والتكرار الصوتي),الجِناسُ و السَّجْعُ والتِّكرارُ الصَّوْتيُّ (نمط),,,,,,,,,,,,,,,,
Grade 5,الوحدة السابعة,7.1,قصة: تواق في مهب الريح,7.1.1,القراءة,أساسيات القراءة,أن يطبق المتعلم استراتيجيات الــقــراءة الصحيحة لقراءة الكلمات والنصوص بدقة وطــلاقــة مــع فــهــم المــعــاني والدلالات.,G5.1.1.1.2,يحدد المتعلم الكلمات المحورية والجديدة في النص و يشرح معانيها ويكتشف بعض الإستخدامات المجازية لها,,,,,,,,,,,,,,,,,
Grade 5,الوحدة السابعة,7.1,قصة: تواق في مهب الريح,7.1.1,القراءة,أساسيات القراءة,أن يطبق المتعلم استراتيجيات الــقــراءة الصحيحة لقراءة الكلمات والنصوص بدقة وطــلاقــة مــع فــهــم المــعــاني والدلالات.,G5.1.1.1.3,"يُوّظف معرفته بالمصاحبات اللغوية الشائعة في الاستعمال اللغوي قديًما وحديثًا مثل : الاختناق المروري، تكنولوجيا المعلومات،... جبال شاهقة،حفيف الشجر، صهيل الخيول.",,,,,,,,,,,,,,,,,
Grade 5,الوحدة السابعة,7.1,قصة: تواق في مهب الريح,7.1.1,القراءة,أساسيات القراءة,أن يطبق المتعلم استراتيجيات الــقــراءة الصحيحة لقراءة الكلمات والنصوص بدقة وطــلاقــة مــع فــهــم المــعــاني والدلالات.,G5.1.1.1.1,يقرأ المتعلم نصوصاً نثرية و شعرية بطلاقة مع مراعاة التعبير عن الإنفعالات والمشاعر,,,,,,,,,,,,,,,,,
Grade 5,الوحدة السابعة,7.1,قصة: تواق في مهب الريح,7.1.1,القراءة,قراءة النصوص المعلوماتية / تَحليل نص,"أن يحلل المتعلم عناصر النص واختيار الكاتب للكلمات، ويقيم الطرائق التي تساهم فيها تراكيب الجمل في بناء النص، وأساليب عرض وجهة النظر، أو طريقة كتابة النص وطباعته.",G5.3.2.1.2,"يحدد المتعلم البناء المستخدم في النص لتقديم الاحداث والفكر والمفاهيم والمعلومات، مثل: التسلسل الزمني للأحداث، والسبب والنتيجة والمقارنة",,,,,,,,,,,,,,,,,
Grade 5,الوحدة السابعة,7.1,قصة: تواق في مهب الريح,7.1.1,الاستماع والمحادثة,الاستماع والمحادثة/استيعاب المعرفة وتقديمها,"أن يشارك المتعلم في النقاشات مع معلميه وزملائه، مكيفا كلامه وفق لمجموعة متنوعة من السياقات والمهام التواصلية مظهرا إجادته للغة العربية الفصيحة",G5.5.1.2.1,يتحدث المتعلم بصوت واضح وأسلوب معبر لتقديم معلومات عن موضوع أو فكرة أو موقف مظهراً فهمه للموضوع,,,,,,,,,,,,,,,,,
Grade 5,الوحدة السابعة,7.1,قصة: تواق في مهب الريح,7.1.1,الاستماع والمحادثة,الاستماع والمحادثة/استيعاب المعرفة وتقديمها,"أن يشارك المتعلم في النقاشات مع معلميه وزملائه، مكيفا كلامه وفق لمجموعة متنوعة من السياقات والمهام التواصلية مظهرا إجادته للغة العربية الفصيحة",G5.5.1.2.2,يقدم المتعلم شفوياً ملخصاً لقصة قرأها,,,,,,,,,,,,,,,,,
Grade 5,الوحدة السابعة,7.2,النص المعلوماتي: الألماس أغلى الأحجار ثمنا,7.2.1,القراءة,أساسيات القراءة,أن يطبق المتعلم استراتيجيات الــقــراءة الصحيحة لقراءة الكلمات والنصوص بدقة وطــلاقــة مــع فــهــم المــعــاني والدلالات.,G5.1.1.1.1,يقرأ المتعلم نصوصاً نثرية و شعرية بطلاقة مع مراعاة التعبير عن الإنفعالات والمشاعر,,,,,,,,,,,,,,,,,
Grade 5,الوحدة السابعة,7.2,النص المعلوماتي: الألماس أغلى الأحجار ثمنا,7.2.1,القراءة,قراءة النصوص الأدبية/تكامل المعرفة مع الفكر,"أن يقرأ المتعلم نصوصا شعرية وأعمالاً نثرية متنوعة ويقمها ويحللها، ويــدمــج الفكر المقدمة فيها؛ لبناء معرفة وفهم جديدين عن الفكرة المحورية، والرسائل المتضمنة في الأعمال الأدبية.",G5.2.3.1.1,يحدد المتعلم مساهمة الصور والكلمات في توضيح مغزى العمل الأدبي,,,,,,,,,,,,,,,,,
Grade 5,الوحدة السابعة,7.2,النص المعلوماتي: الألماس أغلى الأحجار ثمنا,7.2.1,القراءة,قراءة النصوص المعلوماتية / معرفة الفكر الرئيسية والتفاصيل,"أن يقرأ المتعلم النص المعلوماتي بعمق وشمولية، ويحدد الفكرة المركزية والفكر الرئيسة، ويستنتج العلاقات ضمن النص الواحد وبين النصوص المختلفة.",G5.3.1.1.1,يدعم المتعلم أفكار نص معلوماتي من خلال الاستدلال بالتفاصيل والأمثلة والرسومات والمخططات الواردة في النص,,,,,,,,,,,,,,,,,
Grade 5,الوحدة السابعة,7.2,النص المعلوماتي: الألماس أغلى الأحجار ثمنا,7.2.1,القراءة,قراءة النصوص المعلوماتية / معرفة الفكر الرئيسية والتفاصيل,"أن يقرأ المتعلم النص المعلوماتي بعمق وشمولية، ويحدد الفكرة المركزية والفكر الرئيسة، ويستنتج العلاقات ضمن النص الواحد وبين النصوص المختلفة.",G5.3.1.1.2,يحدد المتعلم الفكرة المحورية للنص والتفاصيل الرئيسة الداعمة لها مبيناً مدى التناسق بينها,,,,,,,,,,,,,,,,,
Grade 5,الوحدة السابعة,7.2,النص المعلوماتي: الألماس أغلى الأحجار ثمنا,7.2.1,القراءة,قراءة النصوص المعلوماتية / تَحليل نص,"أن يحلل المتعلم عناصر النص واختيار الكاتب للكلمات، ويقيم الطرائق التي تساهم فيها تراكيب الجمل في بناء النص، وأساليب عرض وجهة النظر، أو طريقة كتابة النص وطباعته.",G5.3.2.1.1,يفسر المتعلم معاني الكلمات والمصطلحات والعبارات الواردة في نص معلوماتي من خلال معرفته بعلاقات التضاد والترادف والاشتراك اللفظي مستخدماً المعاجم والرسومات,,,,,,,,,,,,,,,,,
Grade 5,الوحدة السابعة,7.2,النص المعلوماتي: الألماس أغلى الأحجار ثمنا,7.2.1,الاستماع والمحادثة,الاستماع والمحادثة/استيعاب المعرفة وتقديمها,"أن يظهر المتعلم فهما لمواد مسموعة، ويتواصـل مع الآخرين مقدما المعلومات والنتائج المدعومة بالأدلة لإقناع المستمعين واستمالتهم نحو الموضوع مستخدما اللغة العربية الفصيحة.",G5.5.1.1.1,يستوعب المتعلم المادة المسموعة (نصاً سردياً - مقالاً) مؤلاً رسائل المتحدث الشفوية وغير الشفوية وفق أهدافه ووجهة نظره,,,,,,,,,,,,,,,,,
Grade 5,الوحدة السابعة,7.2,النص المعلوماتي: الألماس أغلى الأحجار ثمنا,7.2.1,الاستماع والمحادثة,الاستماع والمحادثة/استيعاب المعرفة وتقديمها,"أن يشارك المتعلم في النقاشات مع معلميه وزملائه، مكيفا كلامه وفق لمجموعة متنوعة من السياقات والمهام التواصلية مظهرا إجادته للغة العربية الفصيحة",G5.5.1.2.1,يتحد المتعلم بصوت واضح وأسلوب معبر لتقديم معلومات عن موضوع أو فكرة أو موقف مظهراً فهمه للموضوع,,,,,,,,,,,,,,,,,
